Date,SO #,Production Supervisor,SO P/N,Scrap P/N,Code ID,Code Description,ItemUM,Scrap Qty,Scrap Rate,Scrap Cost
1/2/2024,1507458,DM1,101474615,101035701,550,Fixed Quantity,EA,10,1.72%,$5 
1/2/2024,1507458,DM1,101474615,101037201,222,Material Underissue,EA,6,0.51%,$13 
1/2/2024,1507458,DM1,101474615,101037201,550,Fixed Quantity,EA,20,1.71%,$42 
1/2/2024,1507458,DM1,101474615,101037701,550,Fixed Quantity,EA,50,7.99%,$38 
1/2/2024,1507458,DM1,101474615,101039201,550,Fixed Quantity,EA,10,1.72%,$2 
1/2/2024,1507458,DM1,101474615,101226201,44,Continuity Fail,EA,22,1.70%,$11 
1/2/2024,1507458,DM1,101474615,101226201,108,Failure to Unlock Trigger,EA,6,0.46%,$3 
1/2/2024,1507458,DM1,101474615,101226201,117,Front Stops Not Touching,EA,6,0.46%,$3 
1/2/2024,1507458,DM1,101474615,101226201,140,High Jaw Force,EA,10,0.77%,$5 
1/2/2024,1507458,DM1,101474615,101226201,141,High Jaw Gap,EA,22,1.70%,$11 
1/2/2024,1507458,DM1,101474615,101226201,159,Incorrect Configuration,EA,44,3.41%,$22 
1/2/2024,1507458,DM1,101474615,101226201,220,Material Overissue,EA,363,28.10%,$185 
1/2/2024,1507458,DM1,101474615,101226201,322,Rough Jaw Actuation,EA,28,2.17%,$14 
1/2/2024,1507458,DM1,101474615,101226201,326,Rough Rotation Shaft Rotation,EA,24,1.86%,$12 
1/2/2024,1507458,DM1,101474615,101226201,355,Stuck Blade,EA,38,2.94%,$19 
1/2/2024,1507458,DM1,101474615,101226401,550,Fixed Quantity,EA,5,0.86%,$2 
1/2/2024,1507458,DM1,101474615,101226601,44,Continuity Fail,EA,4,0.64%,$2 
1/2/2024,1507458,DM1,101474615,101226601,65,Defective Components,EA,10,1.61%,$6 
1/2/2024,1507458,DM1,101474615,101226601,117,Front Stops Not Touching,EA,1,0.16%,$1 
1/2/2024,1507458,DM1,101474615,101226601,140,High Jaw Force,EA,1,0.16%,$1 
1/2/2024,1507458,DM1,101474615,101226601,141,High Jaw Gap,EA,4,0.64%,$2 
1/2/2024,1507458,DM1,101474615,101226601,159,Incorrect Configuration,EA,2,0.32%,$1 
1/2/2024,1507458,DM1,101474615,101226601,220,Material Overissue,EA,2,0.32%,$1 
1/2/2024,1507458,DM1,101474615,101226601,322,Rough Jaw Actuation,EA,14,2.25%,$8 
1/2/2024,1507458,DM1,101474615,101226601,355,Stuck Blade,EA,19,3.06%,$11 
1/2/2024,1507458,DM1,101474615,101226601,388,Wire Exposure,EA,3,0.48%,$2 
1/2/2024,1507458,DM1,101474615,101226701,550,Fixed Quantity,EA,5,0.86%,$2 
1/2/2024,1507458,DM1,101474615,101229801,44,Continuity Fail,EA,22,1.57%,$1 
1/2/2024,1507458,DM1,101474615,101229801,108,Failure to Unlock Trigger,EA,6,0.43%,$0 
1/2/2024,1507458,DM1,101474615,101229801,117,Front Stops Not Touching,EA,6,0.43%,$0 
1/2/2024,1507458,DM1,101474615,101229801,140,High Jaw Force,EA,10,0.71%,$0 
1/2/2024,1507458,DM1,101474615,101229801,141,High Jaw Gap,EA,22,1.57%,$1 
1/2/2024,1507458,DM1,101474615,101229801,159,Incorrect Configuration,EA,44,3.14%,$2 
1/2/2024,1507458,DM1,101474615,101229801,322,Rough Jaw Actuation,EA,28,2.00%,$1 
1/2/2024,1507458,DM1,101474615,101229801,326,Rough Rotation Shaft Rotation,EA,24,1.71%,$1 
1/2/2024,1507458,DM1,101474615,101229801,355,Stuck Blade,EA,38,2.71%,$2 
1/2/2024,1507458,DM1,101474615,101252001,44,Continuity Fail,EA,4,0.62%,$1 
1/2/2024,1507458,DM1,101474615,101252001,65,Defective Components,EA,10,1.55%,$3 
1/2/2024,1507458,DM1,101474615,101252001,117,Front Stops Not Touching,EA,1,0.15%,$0 
1/2/2024,1507458,DM1,101474615,101252001,140,High Jaw Force,EA,1,0.15%,$0 
1/2/2024,1507458,DM1,101474615,101252001,141,High Jaw Gap,EA,4,0.62%,$1 
1/2/2024,1507458,DM1,101474615,101252001,159,Incorrect Configuration,EA,2,0.31%,$1 
1/2/2024,1507458,DM1,101474615,101252001,222,Material Underissue,EA,22,3.41%,$7 
1/2/2024,1507458,DM1,101474615,101252001,322,Rough Jaw Actuation,EA,14,2.17%,$4 
1/2/2024,1507458,DM1,101474615,101252001,355,Stuck Blade,EA,19,2.94%,$6 
1/2/2024,1507458,DM1,101474615,101252001,388,Wire Exposure,EA,3,0.46%,$1 
1/2/2024,1507458,DM1,101474615,101252101,550,Fixed Quantity,EA,20,1.73%,$6 
1/2/2024,1507458,DM1,101474615,101252201,550,Fixed Quantity,EA,10,1.72%,$2 
1/2/2024,1507458,DM1,101474615,101267601,550,Fixed Quantity,EA,10,1.72%,$17 
1/2/2024,1507458,DM1,101474615,101357901,44,Continuity Fail,EA,4,0.64%,$1 
1/2/2024,1507458,DM1,101474615,101357901,65,Defective Components,EA,10,1.60%,$1 
1/2/2024,1507458,DM1,101474615,101357901,117,Front Stops Not Touching,EA,1,0.16%,$0 
1/2/2024,1507458,DM1,101474615,101357901,140,High Jaw Force,EA,1,0.16%,$0 
1/2/2024,1507458,DM1,101474615,101357901,141,High Jaw Gap,EA,4,0.64%,$1 
1/2/2024,1507458,DM1,101474615,101357901,159,Incorrect Configuration,EA,2,0.32%,$0 
1/2/2024,1507458,DM1,101474615,101357901,222,Material Underissue,EA,5,0.80%,$1 
1/2/2024,1507458,DM1,101474615,101357901,322,Rough Jaw Actuation,EA,14,2.24%,$2 
1/2/2024,1507458,DM1,101474615,101357901,355,Stuck Blade,EA,19,3.04%,$3 
1/2/2024,1507458,DM1,101474615,101357901,388,Wire Exposure,EA,3,0.48%,$0 
1/2/2024,1507458,DM1,101474615,101365401,550,Fixed Quantity,EA,5,0.86%,$4 
1/2/2024,1507458,DM1,101474615,101365501,550,Fixed Quantity,EA,5,0.86%,$4 
1/2/2024,1507458,DM1,101474615,101393201,44,Continuity Fail,EA,4,0.64%,$14 
1/2/2024,1507458,DM1,101474615,101393201,65,Defective Components,EA,10,1.61%,$35 
1/2/2024,1507458,DM1,101474615,101393201,117,Front Stops Not Touching,EA,1,0.16%,$4 
1/2/2024,1507458,DM1,101474615,101393201,140,High Jaw Force,EA,1,0.16%,$4 
1/2/2024,1507458,DM1,101474615,101393201,141,High Jaw Gap,EA,4,0.64%,$14 
1/2/2024,1507458,DM1,101474615,101393201,159,Incorrect Configuration,EA,2,0.32%,$7 
1/2/2024,1507458,DM1,101474615,101393201,220,Material Overissue,EA,2,0.32%,$7 
1/2/2024,1507458,DM1,101474615,101393201,322,Rough Jaw Actuation,EA,14,2.25%,$49 
1/2/2024,1507458,DM1,101474615,101393201,355,Stuck Blade,EA,19,3.06%,$67 
1/2/2024,1507458,DM1,101474615,101393201,388,Wire Exposure,EA,3,0.48%,$11 
1/2/2024,1507458,DM1,101474615,101397201,220,Material Overissue,EA,4,4.01%,$7 
1/2/2024,1507458,DM1,101474615,101405201,550,Fixed Quantity,FT,25,0.67%,$6 
1/2/2024,1507458,DM1,101474615,101419301,550,Fixed Quantity,EA,5,0.86%,$1 
1/2/2024,1507458,DM1,101474615,101419401,550,Fixed Quantity,EA,5,0.86%,$1 
1/2/2024,1507458,DM1,101474615,101424101,44,Continuity Fail,EA,8,0.61%,$2 
1/2/2024,1507458,DM1,101474615,101424101,65,Defective Components,EA,20,1.54%,$6 
1/2/2024,1507458,DM1,101474615,101424101,117,Front Stops Not Touching,EA,2,0.15%,$1 
1/2/2024,1507458,DM1,101474615,101424101,140,High Jaw Force,EA,2,0.15%,$1 
1/2/2024,1507458,DM1,101474615,101424101,141,High Jaw Gap,EA,8,0.61%,$2 
1/2/2024,1507458,DM1,101474615,101424101,159,Incorrect Configuration,EA,4,0.31%,$1 
1/2/2024,1507458,DM1,101474615,101424101,222,Material Underissue,EA,27,2.07%,$8 
1/2/2024,1507458,DM1,101474615,101424101,322,Rough Jaw Actuation,EA,28,2.15%,$9 
1/2/2024,1507458,DM1,101474615,101424101,355,Stuck Blade,EA,38,2.92%,$12 
1/2/2024,1507458,DM1,101474615,101424101,388,Wire Exposure,EA,6,0.46%,$2 
1/2/2024,1507458,DM1,101474615,101429201,44,Continuity Fail,EA,4,0.32%,$1 
1/2/2024,1507458,DM1,101474615,101429201,65,Defective Components,EA,10,0.79%,$3 
1/2/2024,1507458,DM1,101474615,101429201,117,Front Stops Not Touching,EA,1,0.08%,$0 
1/2/2024,1507458,DM1,101474615,101429201,140,High Jaw Force,EA,1,0.08%,$0 
1/2/2024,1507458,DM1,101474615,101429201,141,High Jaw Gap,EA,4,0.32%,$1 
1/2/2024,1507458,DM1,101474615,101429201,159,Incorrect Configuration,EA,2,0.16%,$1 
1/2/2024,1507458,DM1,101474615,101429201,222,Material Underissue,EA,5,0.40%,$1 
1/2/2024,1507458,DM1,101474615,101429201,322,Rough Jaw Actuation,EA,14,1.11%,$4 
1/2/2024,1507458,DM1,101474615,101429201,355,Stuck Blade,EA,19,1.51%,$5 
1/2/2024,1507458,DM1,101474615,101429201,388,Wire Exposure,EA,3,0.24%,$1 
1/2/2024,1507458,DM1,101474615,101433101,550,Fixed Quantity,EA,5,0.86%,$2 
1/2/2024,1507458,DM1,101474615,101465095,550,Fixed Quantity,EA,5,0.86%,$5 
1/2/2024,1507458,DM1,101474615,101465096,44,Continuity Fail,EA,22,1.44%,$19 
1/2/2024,1507458,DM1,101474615,101465096,108,Failure to Unlock Trigger,EA,6,0.39%,$5 
1/2/2024,1507458,DM1,101474615,101465096,117,Front Stops Not Touching,EA,6,0.39%,$5 
1/2/2024,1507458,DM1,101474615,101465096,140,High Jaw Force,EA,10,0.65%,$9 
1/2/2024,1507458,DM1,101474615,101465096,141,High Jaw Gap,EA,22,1.44%,$19 
1/2/2024,1507458,DM1,101474615,101465096,159,Incorrect Configuration,EA,44,2.87%,$38 
1/2/2024,1507458,DM1,101474615,101465096,222,Material Underissue,EA,15,0.98%,$13 
1/2/2024,1507458,DM1,101474615,101465096,322,Rough Jaw Actuation,EA,28,1.83%,$24 
1/2/2024,1507458,DM1,101474615,101465096,326,Rough Rotation Shaft Rotation,EA,24,1.57%,$21 
1/2/2024,1507458,DM1,101474615,101465096,355,Stuck Blade,EA,38,2.48%,$33 
1/2/2024,1507458,DM1,101474615,101470865,550,Fixed Quantity,EA,5,0.86%,$1 
1/2/2024,1507458,DM1,101474615,101471178,44,Continuity Fail,EA,4,0.64%,$6 
1/2/2024,1507458,DM1,101474615,101471178,65,Defective Components,EA,10,1.61%,$14 
1/2/2024,1507458,DM1,101474615,101471178,117,Front Stops Not Touching,EA,1,0.16%,$1 
1/2/2024,1507458,DM1,101474615,101471178,140,High Jaw Force,EA,1,0.16%,$1 
1/2/2024,1507458,DM1,101474615,101471178,141,High Jaw Gap,EA,4,0.64%,$6 
1/2/2024,1507458,DM1,101474615,101471178,159,Incorrect Configuration,EA,2,0.32%,$3 
1/2/2024,1507458,DM1,101474615,101471178,220,Material Overissue,EA,5,0.81%,$7 
1/2/2024,1507458,DM1,101474615,101471178,322,Rough Jaw Actuation,EA,14,2.25%,$20 
1/2/2024,1507458,DM1,101474615,101471178,355,Stuck Blade,EA,19,3.06%,$27 
1/2/2024,1507458,DM1,101474615,101471178,388,Wire Exposure,EA,3,0.48%,$4 
1/2/2024,1507458,DM1,101474615,101471179,44,Continuity Fail,EA,4,0.64%,$6 
1/2/2024,1507458,DM1,101474615,101471179,65,Defective Components,EA,10,1.61%,$15 
1/2/2024,1507458,DM1,101474615,101471179,117,Front Stops Not Touching,EA,1,0.16%,$1 
1/2/2024,1507458,DM1,101474615,101471179,140,High Jaw Force,EA,1,0.16%,$1 
1/2/2024,1507458,DM1,101474615,101471179,141,High Jaw Gap,EA,4,0.64%,$6 
1/2/2024,1507458,DM1,101474615,101471179,159,Incorrect Configuration,EA,2,0.32%,$3 
1/2/2024,1507458,DM1,101474615,101471179,322,Rough Jaw Actuation,EA,14,2.25%,$20 
1/2/2024,1507458,DM1,101474615,101471179,355,Stuck Blade,EA,19,3.06%,$28 
1/2/2024,1507458,DM1,101474615,101471179,388,Wire Exposure,EA,3,0.48%,$4 
1/2/2024,1507458,DM1,101474615,101471264,44,Continuity Fail,EA,4,0.64%,$67 
1/2/2024,1507458,DM1,101474615,101471264,65,Defective Components,EA,10,1.61%,$167 
1/2/2024,1507458,DM1,101474615,101471264,117,Front Stops Not Touching,EA,1,0.16%,$17 
1/2/2024,1507458,DM1,101474615,101471264,140,High Jaw Force,EA,1,0.16%,$17 
1/2/2024,1507458,DM1,101474615,101471264,141,High Jaw Gap,EA,4,0.64%,$67 
1/2/2024,1507458,DM1,101474615,101471264,159,Incorrect Configuration,EA,2,0.32%,$33 
1/2/2024,1507458,DM1,101474615,101471264,220,Material Overissue,EA,1,0.16%,$17 
1/2/2024,1507458,DM1,101474615,101471264,322,Rough Jaw Actuation,EA,14,2.25%,$234 
1/2/2024,1507458,DM1,101474615,101471264,355,Stuck Blade,EA,19,3.06%,$318 
1/2/2024,1507458,DM1,101474615,101471264,388,Wire Exposure,EA,3,0.48%,$50 
1/2/2024,1507458,DM1,101474615,101471292,550,Fixed Quantity,EA,10,1.71%,$1 
1/2/2024,1507458,DM1,101474615,101472147,44,Continuity Fail,EA,4,0.64%,$102 
1/2/2024,1507458,DM1,101474615,101472147,65,Defective Components,EA,10,1.61%,$256 
1/2/2024,1507458,DM1,101474615,101472147,117,Front Stops Not Touching,EA,1,0.16%,$26 
1/2/2024,1507458,DM1,101474615,101472147,140,High Jaw Force,EA,1,0.16%,$26 
1/2/2024,1507458,DM1,101474615,101472147,141,High Jaw Gap,EA,4,0.64%,$102 
1/2/2024,1507458,DM1,101474615,101472147,159,Incorrect Configuration,EA,2,0.32%,$51 
1/2/2024,1507458,DM1,101474615,101472147,322,Rough Jaw Actuation,EA,14,2.25%,$358 
1/2/2024,1507458,DM1,101474615,101472147,355,Stuck Blade,EA,19,3.06%,$485 
1/2/2024,1507458,DM1,101474615,101472147,388,Wire Exposure,EA,3,0.48%,$77 
1/2/2024,1507458,DM1,101474615,101472543,220,Material Overissue,EA,16,2.77%,$13 
1/2/2024,1507458,DM1,101474615,101472574,265,Particulate Matter,EA,38,1.16%,$86 
1/2/2024,1507458,DM1,101474615,101472574,294,Pull Test Samples,EA,10,1.22%,$23 
1/2/2024,1507458,DM1,101474615,101472574,336,Setup Scrap,EA,6,0.73%,$14 
1/2/2024,1507458,DM1,101474615,101472831,44,Continuity Fail,EA,8,0.62%,$1 
1/2/2024,1507458,DM1,101474615,101472831,65,Defective Components,EA,20,1.56%,$2 
1/2/2024,1507458,DM1,101474615,101472831,117,Front Stops Not Touching,EA,2,0.16%,$0 
1/2/2024,1507458,DM1,101474615,101472831,140,High Jaw Force,EA,2,0.16%,$0 
1/2/2024,1507458,DM1,101474615,101472831,141,High Jaw Gap,EA,8,0.62%,$1 
1/2/2024,1507458,DM1,101474615,101472831,159,Incorrect Configuration,EA,4,0.31%,$0 
1/2/2024,1507458,DM1,101474615,101472831,222,Material Underissue,EA,10,0.78%,$1 
1/2/2024,1507458,DM1,101474615,101472831,322,Rough Jaw Actuation,EA,28,2.18%,$3 
1/2/2024,1507458,DM1,101474615,101472831,355,Stuck Blade,EA,38,2.96%,$4 
1/2/2024,1507458,DM1,101474615,101472831,388,Wire Exposure,EA,6,0.47%,$1 
1/2/2024,1507458,DM1,101474615,101472907,44,Continuity Fail,EA,4,0.64%,$34 
1/2/2024,1507458,DM1,101474615,101472907,65,Defective Components,EA,10,1.61%,$85 
1/2/2024,1507458,DM1,101474615,101472907,117,Front Stops Not Touching,EA,1,0.16%,$9 
1/2/2024,1507458,DM1,101474615,101472907,140,High Jaw Force,EA,1,0.16%,$9 
1/2/2024,1507458,DM1,101474615,101472907,141,High Jaw Gap,EA,4,0.64%,$34 
1/2/2024,1507458,DM1,101474615,101472907,159,Incorrect Configuration,EA,2,0.32%,$17 
1/2/2024,1507458,DM1,101474615,101472907,322,Rough Jaw Actuation,EA,14,2.25%,$119 
1/2/2024,1507458,DM1,101474615,101472907,355,Stuck Blade,EA,19,3.06%,$162 
1/2/2024,1507458,DM1,101474615,101472907,388,Wire Exposure,EA,3,0.48%,$26 
1/2/2024,1507458,DM1,101474615,101474269,265,Particulate Matter,EA,33,1.07%,$16 
1/2/2024,1507458,DM1,101474615,101474269,294,Pull Test Samples,EA,10,1.29%,$5 
1/2/2024,1507458,DM1,101474615,101474269,336,Setup Scrap,EA,6,0.78%,$3 
1/2/2024,1507458,DM1,101474615,101474589,220,Material Overissue,EA,506,47.38%,$66 
1/2/2024,1507458,DM1,101474615,101474615,58,Damaged Harness Cable,EA,2,0.35%,$327 
1/2/2024,1507458,DM1,101474615,101474615,159,Incorrect Configuration,EA,1,0.17%,$163 
1/2/2024,1507458,DM1,101474615,101474714,148,IFU Retention Samples,EA,1,1.05%,$0 
1/2/2024,1507458,DM1,101474615,101474714,220,Material Overissue,EA,1,1.05%,$0 
1/2/2024,1507458,DM1,101474615,101475216,550,Fixed Quantity,EA,10,1.72%,$4 
1/2/2024,1507458,DM1,101474615,101475335,44,Continuity Fail,EA,4,0.64%,$0 
1/2/2024,1507458,DM1,101474615,101475335,65,Defective Components,EA,10,1.60%,$1 
1/2/2024,1507458,DM1,101474615,101475335,117,Front Stops Not Touching,EA,1,0.16%,$0 
1/2/2024,1507458,DM1,101474615,101475335,140,High Jaw Force,EA,1,0.16%,$0 
1/2/2024,1507458,DM1,101474615,101475335,141,High Jaw Gap,EA,4,0.64%,$0 
1/2/2024,1507458,DM1,101474615,101475335,159,Incorrect Configuration,EA,2,0.32%,$0 
1/2/2024,1507458,DM1,101474615,101475335,220,Material Overissue,EA,3,0.48%,$0 
1/2/2024,1507458,DM1,101474615,101475335,322,Rough Jaw Actuation,EA,14,2.24%,$1 
1/2/2024,1507458,DM1,101474615,101475335,355,Stuck Blade,EA,19,3.04%,$2 
1/2/2024,1507458,DM1,101474615,101475335,388,Wire Exposure,EA,3,0.48%,$0 
1/2/2024,1507458,DM1,101474615,101475971,220,Material Overissue,EA,16,0.00%,$1 
1/2/2024,1507458,DM1,101474615,101476033,220,Material Overissue,EA,16,0.00%,$2 
1/2/2024,1507458,DM1,101474615,101476668,44,Continuity Fail,EA,11,1.47%,$3 
1/2/2024,1507458,DM1,101474615,101476668,108,Failure to Unlock Trigger,EA,3,0.40%,$1 
1/2/2024,1507458,DM1,101474615,101476668,117,Front Stops Not Touching,EA,3,0.40%,$1 
1/2/2024,1507458,DM1,101474615,101476668,140,High Jaw Force,EA,5,0.67%,$1 
1/2/2024,1507458,DM1,101474615,101476668,141,High Jaw Gap,EA,11,1.47%,$3 
1/2/2024,1507458,DM1,101474615,101476668,159,Incorrect Configuration,EA,22,2.95%,$5 
1/2/2024,1507458,DM1,101474615,101476668,222,Material Underissue,EA,18,2.41%,$4 
1/2/2024,1507458,DM1,101474615,101476668,322,Rough Jaw Actuation,EA,14,1.88%,$3 
1/2/2024,1507458,DM1,101474615,101476668,326,Rough Rotation Shaft Rotation,EA,12,1.61%,$3 
1/2/2024,1507458,DM1,101474615,101476668,355,Stuck Blade,EA,19,2.55%,$5 
1/2/2024,1507458,DM1,101474615,101476669,44,Continuity Fail,EA,11,1.36%,$7 
1/2/2024,1507458,DM1,101474615,101476669,108,Failure to Unlock Trigger,EA,3,0.37%,$2 
1/2/2024,1507458,DM1,101474615,101476669,117,Front Stops Not Touching,EA,3,0.37%,$2 
1/2/2024,1507458,DM1,101474615,101476669,140,High Jaw Force,EA,5,0.62%,$3 
1/2/2024,1507458,DM1,101474615,101476669,141,High Jaw Gap,EA,11,1.36%,$7 
1/2/2024,1507458,DM1,101474615,101476669,159,Incorrect Configuration,EA,22,2.73%,$15 
1/2/2024,1507458,DM1,101474615,101476669,222,Material Underissue,EA,8,0.99%,$5 
1/2/2024,1507458,DM1,101474615,101476669,322,Rough Jaw Actuation,EA,14,1.74%,$9 
1/2/2024,1507458,DM1,101474615,101476669,326,Rough Rotation Shaft Rotation,EA,12,1.49%,$8 
1/2/2024,1507458,DM1,101474615,101476669,355,Stuck Blade,EA,19,2.36%,$13 
1/2/2024,1507458,DM1,101474615,101476670,44,Continuity Fail,EA,11,1.54%,$7 
1/2/2024,1507458,DM1,101474615,101476670,108,Failure to Unlock Trigger,EA,3,0.42%,$2 
1/2/2024,1507458,DM1,101474615,101476670,117,Front Stops Not Touching,EA,3,0.42%,$2 
1/2/2024,1507458,DM1,101474615,101476670,140,High Jaw Force,EA,5,0.70%,$3 
1/2/2024,1507458,DM1,101474615,101476670,141,High Jaw Gap,EA,11,1.54%,$7 
1/2/2024,1507458,DM1,101474615,101476670,159,Incorrect Configuration,EA,22,3.07%,$14 
1/2/2024,1507458,DM1,101474615,101476670,220,Material Overissue,EA,2,0.28%,$1 
1/2/2024,1507458,DM1,101474615,101476670,322,Rough Jaw Actuation,EA,14,1.96%,$9 
1/2/2024,1507458,DM1,101474615,101476670,326,Rough Rotation Shaft Rotation,EA,12,1.68%,$8 
1/2/2024,1507458,DM1,101474615,101476670,355,Stuck Blade,EA,19,2.65%,$12 
1/2/2024,1507458,DM1,101474615,101477545,220,Material Overissue,EA,4,2.67%,$2 
1/2/2024,1508113,DM1,101475463,101475463,44,Continuity Fail,EA,4,0.22%,$425 
1/2/2024,1508113,DM1,101475463,101475463,174,Insulation Damage,EA,12,0.65%,"$1,276 "
1/2/2024,1508113,DM1,101475463,101475463,178,Jaw Short,EA,3,0.16%,$319 
1/2/2024,1508113,DM1,101475463,101475463,211,Low Jaw Gap,EA,3,0.16%,$319 
1/2/2024,1508113,DM1,101475463,101475463,332,Scratches,EA,2,0.11%,$213 
1/2/2024,1508113,DM1,101475463,101475463,355,Stuck Blade,EA,12,0.65%,"$1,276 "
1/2/2024,1508113,DM1,101475463,101475463,485,Trigger Retraction,EA,4,0.22%,$425 
1/2/2024,1510781,DM1,101476434,100927801,550,Fixed Quantity,EA,10,0.52%,$5 
1/2/2024,1510781,DM1,101476434,100928201,65,Defective Components,EA,4,0.10%,$2 
1/2/2024,1510781,DM1,101476434,100928201,117,Front Stops Not Touching,EA,18,0.43%,$8 
1/2/2024,1510781,DM1,101476434,100928201,159,Incorrect Configuration,EA,32,0.77%,$14 
1/2/2024,1510781,DM1,101476434,100928201,174,Insulation Damage,EA,34,0.82%,$15 
1/2/2024,1510781,DM1,101476434,100928201,178,Jaw Short,EA,10,0.24%,$5 
1/2/2024,1510781,DM1,101476434,100928201,211,Low Jaw Gap,EA,100,2.40%,$45 
1/2/2024,1510781,DM1,101476434,100928201,222,Material Underissue,EA,30,0.72%,$14 
1/2/2024,1510781,DM1,101476434,100928201,322,Rough Jaw Actuation,EA,24,0.58%,$11 
1/2/2024,1510781,DM1,101476434,100928201,355,Stuck Blade,EA,22,0.53%,$10 
1/2/2024,1510781,DM1,101476434,100928201,388,Wire Exposure,EA,6,0.14%,$3 
1/2/2024,1510781,DM1,101476434,100928201,630,Incorrect Insulation Orientation,EA,20,0.48%,$9 
1/2/2024,1510781,DM1,101476434,100928901,65,Defective Components,EA,2,0.10%,$0 
1/2/2024,1510781,DM1,101476434,100928901,117,Front Stops Not Touching,EA,9,0.43%,$1 
1/2/2024,1510781,DM1,101476434,100928901,159,Incorrect Configuration,EA,5,0.24%,$1 
1/2/2024,1510781,DM1,101476434,100928901,174,Insulation Damage,EA,17,0.82%,$2 
1/2/2024,1510781,DM1,101476434,100928901,178,Jaw Short,EA,5,0.24%,$1 
1/2/2024,1510781,DM1,101476434,100928901,211,Low Jaw Gap,EA,50,2.40%,$6 
1/2/2024,1510781,DM1,101476434,100928901,222,Material Underissue,EA,41,1.97%,$5 
1/2/2024,1510781,DM1,101476434,100928901,322,Rough Jaw Actuation,EA,12,0.58%,$1 
1/2/2024,1510781,DM1,101476434,100928901,355,Stuck Blade,EA,11,0.53%,$1 
1/2/2024,1510781,DM1,101476434,100928901,388,Wire Exposure,EA,3,0.14%,$0 
1/2/2024,1510781,DM1,101476434,100928901,630,Incorrect Insulation Orientation,EA,10,0.48%,$1 
1/2/2024,1510781,DM1,101476434,100929301,550,Fixed Quantity,EA,10,0.26%,$2 
1/2/2024,1510781,DM1,101476434,100929401,550,Fixed Quantity,EA,20,0.52%,$3 
1/2/2024,1510781,DM1,101476434,100929501,65,Defective Components,EA,2,0.09%,$0 
1/2/2024,1510781,DM1,101476434,100929501,117,Front Stops Not Touching,EA,9,0.41%,$2 
1/2/2024,1510781,DM1,101476434,100929501,159,Incorrect Configuration,EA,5,0.23%,$1 
1/2/2024,1510781,DM1,101476434,100929501,174,Insulation Damage,EA,17,0.77%,$3 
1/2/2024,1510781,DM1,101476434,100929501,178,Jaw Short,EA,5,0.23%,$1 
1/2/2024,1510781,DM1,101476434,100929501,211,Low Jaw Gap,EA,50,2.25%,$10 
1/2/2024,1510781,DM1,101476434,100929501,222,Material Underissue,EA,176,7.93%,$33 
1/2/2024,1510781,DM1,101476434,100929501,322,Rough Jaw Actuation,EA,12,0.54%,$2 
1/2/2024,1510781,DM1,101476434,100929501,355,Stuck Blade,EA,11,0.50%,$2 
1/2/2024,1510781,DM1,101476434,100929501,388,Wire Exposure,EA,3,0.14%,$1 
1/2/2024,1510781,DM1,101476434,100929501,630,Incorrect Insulation Orientation,EA,10,0.45%,$2 
1/2/2024,1510781,DM1,101476434,101035701,550,Fixed Quantity,EA,10,0.52%,$5 
1/2/2024,1510781,DM1,101476434,101045001,44,Continuity Fail,EA,6,0.28%,$3 
1/2/2024,1510781,DM1,101476434,101045001,46,Cosmetic Defect,EA,10,0.46%,$5 
1/2/2024,1510781,DM1,101476434,101045001,117,Front Stops Not Touching,EA,9,0.41%,$5 
1/2/2024,1510781,DM1,101476434,101045001,119,Fuse Switch,EA,3,0.14%,$2 
1/2/2024,1510781,DM1,101476434,101045001,140,High Jaw Force,EA,21,0.97%,$11 
1/2/2024,1510781,DM1,101476434,101045001,159,Incorrect Configuration,EA,39,1.80%,$20 
1/2/2024,1510781,DM1,101476434,101045001,174,Insulation Damage,EA,17,0.78%,$9 
1/2/2024,1510781,DM1,101476434,101045001,178,Jaw Short,EA,5,0.23%,$3 
1/2/2024,1510781,DM1,101476434,101045001,210,Low Jaw Force,EA,2,0.09%,$1 
1/2/2024,1510781,DM1,101476434,101045001,211,Low Jaw Gap,EA,50,2.30%,$26 
1/2/2024,1510781,DM1,101476434,101045001,222,Material Underissue,EA,53,2.44%,$28 
1/2/2024,1510781,DM1,101476434,101045001,322,Rough Jaw Actuation,EA,12,0.55%,$6 
1/2/2024,1510781,DM1,101476434,101045001,324,Rough Knob Rotation,EA,2,0.09%,$1 
1/2/2024,1510781,DM1,101476434,101045001,355,Stuck Blade,EA,11,0.51%,$6 
1/2/2024,1510781,DM1,101476434,101045001,630,Incorrect Insulation Orientation,EA,10,0.46%,$5 
1/2/2024,1510781,DM1,101476434,101045101,44,Continuity Fail,EA,6,0.28%,$3 
1/2/2024,1510781,DM1,101476434,101045101,46,Cosmetic Defect,EA,10,0.46%,$5 
1/2/2024,1510781,DM1,101476434,101045101,117,Front Stops Not Touching,EA,9,0.41%,$5 
1/2/2024,1510781,DM1,101476434,101045101,119,Fuse Switch,EA,3,0.14%,$2 
1/2/2024,1510781,DM1,101476434,101045101,140,High Jaw Force,EA,21,0.97%,$11 
1/2/2024,1510781,DM1,101476434,101045101,159,Incorrect Configuration,EA,39,1.80%,$21 
1/2/2024,1510781,DM1,101476434,101045101,174,Insulation Damage,EA,17,0.78%,$9 
1/2/2024,1510781,DM1,101476434,101045101,178,Jaw Short,EA,5,0.23%,$3 
